subject,relation,object,subject_label,object_label,sentence,source_url
anemia,hasSymptom*,high,DISEASE,SYMPTOM,"Chest pain with features characteristic of cardiac origin (angina) can also be precipitated by profound anemia, brady- or tachycardia (excessively slow or rapid heart rate), low or high blood pressure, severe aortic valve stenosis (narrowing of the valve at the beginning of the aorta), pulmonary art",https://en.wikipedia.org/wiki/Acute_coronary_syndrome
anemia,hasSymptom*,blood,DISEASE,SYMPTOM,"Chest pain with features characteristic of cardiac origin (angina) can also be precipitated by profound anemia, brady- or tachycardia (excessively slow or rapid heart rate), low or high blood pressure, severe aortic valve stenosis (narrowing of the valve at the beginning of the aorta), pulmonary art",https://en.wikipedia.org/wiki/Acute_coronary_syndrome
anemia,hasSymptom*,pressure,DISEASE,SYMPTOM,"Chest pain with features characteristic of cardiac origin (angina) can also be precipitated by profound anemia, brady- or tachycardia (excessively slow or rapid heart rate), low or high blood pressure, severe aortic valve stenosis (narrowing of the valve at the beginning of the aorta), pulmonary art",https://en.wikipedia.org/wiki/Acute_coronary_syndrome
anemia,hasSymptom*,hypertension,DISEASE,SYMPTOM,"Chest pain with features characteristic of cardiac origin (angina) can also be precipitated by profound anemia, brady- or tachycardia (excessively slow or rapid heart rate), low or high blood pressure, severe aortic valve stenosis (narrowing of the valve at the beginning of the aorta), pulmonary art",https://en.wikipedia.org/wiki/Acute_coronary_syndrome
diabetes,hasSymptom*,hypertension,DISEASE,SYMPTOM,"Primary prevention of atherosclerosis is controlling the risk factors: healthy eating, exercise, treatment for hypertension and diabetes, avoiding smoking and controlling cholesterol levels; in patients with significant risk factors, aspirin has been shown to reduce the risk of cardiovascular events",https://en.wikipedia.org/wiki/Acute_coronary_syndrome
diabetes,hasMedication*,aspirin,DISEASE,MEDICATION,"Primary prevention of atherosclerosis is controlling the risk factors: healthy eating, exercise, treatment for hypertension and diabetes, avoiding smoking and controlling cholesterol levels; in patients with significant risk factors, aspirin has been shown to reduce the risk of cardiovascular events",https://en.wikipedia.org/wiki/Acute_coronary_syndrome
stroke,hasSymptom*,hypertension,DISEASE,SYMPTOM,"Risk factors for vascular compromise of the anterior spinal artery, like for cerebral stroke, include diabetes, hypertension and hyperlipidemia.",https://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome
diabetes,hasSymptom*,hypertension,DISEASE,SYMPTOM,"Risk factors for vascular compromise of the anterior spinal artery, like for cerebral stroke, include diabetes, hypertension and hyperlipidemia.",https://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome
stroke,treatedBy*,surgery,DISEASE,MEDICAL_SPECIALTY,"Patients who require the use of antiplatelet drugs are: stroke with or without atrial fibrillation, any heart surgery (especially prosthetic replacement heart valve), Coronary Heart Disease such as stable angina, unstable angina and heart attack, patients with coronary stent, Peripheral Vascular Dis",https://en.wikipedia.org/wiki/Antiplatelet_drug
atrial,treatedBy*,surgery,DISEASE,MEDICAL_SPECIALTY,"Patients who require the use of antiplatelet drugs are: stroke with or without atrial fibrillation, any heart surgery (especially prosthetic replacement heart valve), Coronary Heart Disease such as stable angina, unstable angina and heart attack, patients with coronary stent, Peripheral Vascular Dis",https://en.wikipedia.org/wiki/Antiplatelet_drug
fibrillation,treatedBy*,surgery,DISEASE,MEDICAL_SPECIALTY,"Patients who require the use of antiplatelet drugs are: stroke with or without atrial fibrillation, any heart surgery (especially prosthetic replacement heart valve), Coronary Heart Disease such as stable angina, unstable angina and heart attack, patients with coronary stent, Peripheral Vascular Dis",https://en.wikipedia.org/wiki/Antiplatelet_drug
heart,treatedBy*,surgery,DISEASE,MEDICAL_SPECIALTY,"Patients who require the use of antiplatelet drugs are: stroke with or without atrial fibrillation, any heart surgery (especially prosthetic replacement heart valve), Coronary Heart Disease such as stable angina, unstable angina and heart attack, patients with coronary stent, Peripheral Vascular Dis",https://en.wikipedia.org/wiki/Antiplatelet_drug
attack,treatedBy*,surgery,DISEASE,MEDICAL_SPECIALTY,"Patients who require the use of antiplatelet drugs are: stroke with or without atrial fibrillation, any heart surgery (especially prosthetic replacement heart valve), Coronary Heart Disease such as stable angina, unstable angina and heart attack, patients with coronary stent, Peripheral Vascular Dis",https://en.wikipedia.org/wiki/Antiplatelet_drug
hypertension,hasTreatment*,dialysis,DISEASE,TREATMENT,"Clopidogrel affects the ADP-dependent activation of IIb/IIIa complex Dipyridamole inhibits platelet phosphodiesterase, causing an increase in cyclic AMP with potentiation of the action of PGI2 – opposes actions of TXA2 Epoprostenol is a prostacyclin that is used to inhibit platelet aggregation durin",https://en.wikipedia.org/wiki/Antiplatelet_drug
hypertension,hasMedication*,heparin,DISEASE,MEDICATION,"Clopidogrel affects the ADP-dependent activation of IIb/IIIa complex Dipyridamole inhibits platelet phosphodiesterase, causing an increase in cyclic AMP with potentiation of the action of PGI2 – opposes actions of TXA2 Epoprostenol is a prostacyclin that is used to inhibit platelet aggregation durin",https://en.wikipedia.org/wiki/Antiplatelet_drug
myocardial,hasTreatment*,surgery,DISEASE,TREATMENT,"3 classes: Murine-human chimeric antibodies (e.g., abciximab) Synthetic non-peptides (e.g., tirofiban) Synthetic peptides (e.g., eptifibatide)   Management in the perioperative period Antiplatelet therapy may increase the risk of a bleed during surgery, however, stopping therapy may increase the ris",https://en.wikipedia.org/wiki/Antiplatelet_drug
infarction,hasTreatment*,surgery,DISEASE,TREATMENT,"3 classes: Murine-human chimeric antibodies (e.g., abciximab) Synthetic non-peptides (e.g., tirofiban) Synthetic peptides (e.g., eptifibatide)   Management in the perioperative period Antiplatelet therapy may increase the risk of a bleed during surgery, however, stopping therapy may increase the ris",https://en.wikipedia.org/wiki/Antiplatelet_drug
cancer,treatedBy*,surgery,DISEASE,MEDICAL_SPECIALTY,Examples of these types of surgeries include some cancer surgery and possibly some orthopedic surgery (non-urgent/emergent fracture management).,https://en.wikipedia.org/wiki/Antiplatelet_drug
cancer,hasTreatment*,surgery,DISEASE,TREATMENT,Examples of these types of surgeries include some cancer surgery and possibly some orthopedic surgery (non-urgent/emergent fracture management).,https://en.wikipedia.org/wiki/Antiplatelet_drug
kidney,hasTreatment*,chemotherapy,DISEASE,TREATMENT,"Medical conditions Medical conditions that may increase antiplatelet drugs' effect include: Chronic kidney failure, liver disease, haematological malignancy, recent or current chemotherapy, advanced heart failure, mild forms of inherited bleeding disorders (e.g. haemophilia, Von Willebrand's disease",https://en.wikipedia.org/wiki/Antiplatelet_drug
failure,hasTreatment*,chemotherapy,DISEASE,TREATMENT,"Medical conditions Medical conditions that may increase antiplatelet drugs' effect include: Chronic kidney failure, liver disease, haematological malignancy, recent or current chemotherapy, advanced heart failure, mild forms of inherited bleeding disorders (e.g. haemophilia, Von Willebrand's disease",https://en.wikipedia.org/wiki/Antiplatelet_drug
liver,hasTreatment*,chemotherapy,DISEASE,TREATMENT,"Medical conditions Medical conditions that may increase antiplatelet drugs' effect include: Chronic kidney failure, liver disease, haematological malignancy, recent or current chemotherapy, advanced heart failure, mild forms of inherited bleeding disorders (e.g. haemophilia, Von Willebrand's disease",https://en.wikipedia.org/wiki/Antiplatelet_drug
disease,hasTreatment*,chemotherapy,DISEASE,TREATMENT,"Medical conditions Medical conditions that may increase antiplatelet drugs' effect include: Chronic kidney failure, liver disease, haematological malignancy, recent or current chemotherapy, advanced heart failure, mild forms of inherited bleeding disorders (e.g. haemophilia, Von Willebrand's disease",https://en.wikipedia.org/wiki/Antiplatelet_drug
heart,hasTreatment*,chemotherapy,DISEASE,TREATMENT,"Medical conditions Medical conditions that may increase antiplatelet drugs' effect include: Chronic kidney failure, liver disease, haematological malignancy, recent or current chemotherapy, advanced heart failure, mild forms of inherited bleeding disorders (e.g. haemophilia, Von Willebrand's disease",https://en.wikipedia.org/wiki/Antiplatelet_drug
failure,hasTreatment*,chemotherapy,DISEASE,TREATMENT,"Medical conditions Medical conditions that may increase antiplatelet drugs' effect include: Chronic kidney failure, liver disease, haematological malignancy, recent or current chemotherapy, advanced heart failure, mild forms of inherited bleeding disorders (e.g. haemophilia, Von Willebrand's disease",https://en.wikipedia.org/wiki/Antiplatelet_drug
heart,hasSymptom*,High,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
heart,hasSymptom*,blood,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
heart,hasSymptom*,pressure,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
failure,hasSymptom*,High,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
failure,hasSymptom*,blood,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
failure,hasSymptom*,pressure,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
heart,hasSymptom*,High,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
heart,hasSymptom*,blood,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
heart,hasSymptom*,pressure,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
attack,hasSymptom*,High,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
attack,hasSymptom*,blood,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
attack,hasSymptom*,pressure,DISEASE,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve
migraine,hasSymptom*,headache,DISEASE,SYMPTOM,"The aura is usually followed, after a time varying from minutes to an hour, by the migraine headache.",https://en.wikipedia.org/wiki/Aura_(symptom)
migraine,hasSymptom*,headache,DISEASE,SYMPTOM,"However, the migraine aura can manifest itself in without being followed by headache.",https://en.wikipedia.org/wiki/Aura_(symptom)
migraine,hasSymptom*,seizure,DISEASE,SYMPTOM,"In addition to being a warning sign for an impending seizure, the nature of an aura can give insight into the localization and lateralization of the seizure or migraine.",https://en.wikipedia.org/wiki/Aura_(symptom)
migraine,hasSymptom*,seizure,DISEASE,SYMPTOM,"In addition to being a warning sign for an impending seizure, the nature of an aura can give insight into the localization and lateralization of the seizure or migraine.",https://en.wikipedia.org/wiki/Aura_(symptom)
migraine,hasSymptom*,seizure,DISEASE,SYMPTOM,Feeling of overheating and sudden perspiration Inability to speak (aphasia) or slurred speech   See also Focal seizure – Seizures which affect only one brain hemisphere Hallucination – Perception that only seems real Persistent aura without infarction Synesthesia – Neurological condition involving t,https://en.wikipedia.org/wiki/Aura_(symptom)
major,hasTreatment*,psychotherapy,DISEASE,TREATMENT,Those with major depressive disorder are typically treated with psychotherapy and antidepressant medication.,https://en.wikipedia.org/wiki/Major_depressive_disorder
major,hasMedication*,antidepressant,DISEASE,MEDICATION,Those with major depressive disorder are typically treated with psychotherapy and antidepressant medication.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depressive,hasTreatment*,psychotherapy,DISEASE,TREATMENT,Those with major depressive disorder are typically treated with psychotherapy and antidepressant medication.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depressive,hasMedication*,antidepressant,DISEASE,MEDICATION,Those with major depressive disorder are typically treated with psychotherapy and antidepressant medication.,https://en.wikipedia.org/wiki/Major_depressive_disorder
disorder,hasTreatment*,psychotherapy,DISEASE,TREATMENT,Those with major depressive disorder are typically treated with psychotherapy and antidepressant medication.,https://en.wikipedia.org/wiki/Major_depressive_disorder
disorder,hasMedication*,antidepressant,DISEASE,MEDICATION,Those with major depressive disorder are typically treated with psychotherapy and antidepressant medication.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,Electroconvulsive,DISEASE,TREATMENT,"Electroconvulsive therapy, ketamine, esketamine, and psilocybin are the most effective and safe first-line treatments for treatment-resistant depression, though regulatory approval and clinical availability vary by country.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,therapy,DISEASE,TREATMENT,"Electroconvulsive therapy, ketamine, esketamine, and psilocybin are the most effective and safe first-line treatments for treatment-resistant depression, though regulatory approval and clinical availability vary by country.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,irritability,DISEASE,SYMPTOM,"Other symptoms of depression include poor concentration and memory, withdrawal from social situations and activities, reduced sex drive, irritability, and thoughts of death or suicide.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,fatigue,DISEASE,SYMPTOM,"A depressed person may report multiple physical symptoms such as fatigue, headaches, or digestive problems; physical complaints are the most common presenting problem in developing countries, according to the World Health Organization's criteria for depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,beta,DISEASE,MEDICATION,"Therapies associated with depression include interferons, beta blockers, isotretinoin, contraceptives, cardiac agents, anticonvulsants, and hormonal agents.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,blockers,DISEASE,MEDICATION,"Therapies associated with depression include interferons, beta blockers, isotretinoin, contraceptives, cardiac agents, anticonvulsants, and hormonal agents.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,inflammation,DISEASE,SYMPTOM,A meta-analysis linking depression to elevated levels of C-reactive protein (CRP) cites research indicating that inflammation might contribute to depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,inflammation,DISEASE,SYMPTOM,A meta-analysis linking depression to elevated levels of C-reactive protein (CRP) cites research indicating that inflammation might contribute to depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressants,DISEASE,MEDICATION,"However, the monoamine theory is inconsistent with observations that serotonin depletion does not cause depression in healthy persons, that antidepressants instantly increase levels of monoamines but take weeks to work, and the existence of atypical antidepressants which can be effective despite not",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressants,DISEASE,MEDICATION,"However, the monoamine theory is inconsistent with observations that serotonin depletion does not cause depression in healthy persons, that antidepressants instantly increase levels of monoamines but take weeks to work, and the existence of atypical antidepressants which can be effective despite not",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,dexamethasone,DISEASE,MEDICATION,HPA-axis abnormalities have been suggested in depression given the association of CRHR1 with depression and the increased frequency of dexamethasone test non-suppression in people who are depressed.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,dexamethasone,DISEASE,MEDICATION,HPA-axis abnormalities have been suggested in depression given the association of CRHR1 with depression and the increased frequency of dexamethasone test non-suppression in people who are depressed.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,weight,DISEASE,SYMPTOM,"Subtypes The DSM-5 recognizes six further subtypes of MDD, called specifiers, in addition to noting the length, severity and presence of psychotic features:  ""Melancholic depression"" is characterized by a loss of pleasure in most or all activities, a failure of reactivity to pleasurable stimuli, a q",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,loss,DISEASE,SYMPTOM,"Subtypes The DSM-5 recognizes six further subtypes of MDD, called specifiers, in addition to noting the length, severity and presence of psychotic features:  ""Melancholic depression"" is characterized by a loss of pleasure in most or all activities, a failure of reactivity to pleasurable stimuli, a q",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,anorexia,DISEASE,SYMPTOM,"Subtypes The DSM-5 recognizes six further subtypes of MDD, called specifiers, in addition to noting the length, severity and presence of psychotic features:  ""Melancholic depression"" is characterized by a loss of pleasure in most or all activities, a failure of reactivity to pleasurable stimuli, a q",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,weight,DISEASE,SYMPTOM,"""Atypical depression"" is characterized by mood reactivity (paradoxical anhedonia) and positivity, significant weight gain or increased appetite (comfort eating), excessive sleep or sleepiness (hypersomnia), a sensation of heaviness in limbs known as leaden paralysis, and significant long-term social",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,gain,DISEASE,SYMPTOM,"""Atypical depression"" is characterized by mood reactivity (paradoxical anhedonia) and positivity, significant weight gain or increased appetite (comfort eating), excessive sleep or sleepiness (hypersomnia), a sensation of heaviness in limbs known as leaden paralysis, and significant long-term social",https://en.wikipedia.org/wiki/Major_depressive_disorder
Depression,hasSymptom*,anxiety,DISEASE,SYMPTOM,"""Depression with anxious distress"" was added into the DSM-5 as a means to emphasize the common co-occurrence between depression and anxiety, as well as the risk of suicide of depressed individuals with anxiety.",https://en.wikipedia.org/wiki/Major_depressive_disorder
Depression,hasSymptom*,anxiety,DISEASE,SYMPTOM,"""Depression with anxious distress"" was added into the DSM-5 as a means to emphasize the common co-occurrence between depression and anxiety, as well as the risk of suicide of depressed individuals with anxiety.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,anxiety,DISEASE,SYMPTOM,"""Depression with anxious distress"" was added into the DSM-5 as a means to emphasize the common co-occurrence between depression and anxiety, as well as the risk of suicide of depressed individuals with anxiety.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,anxiety,DISEASE,SYMPTOM,"""Depression with anxious distress"" was added into the DSM-5 as a means to emphasize the common co-occurrence between depression and anxiety, as well as the risk of suicide of depressed individuals with anxiety.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,cognitive,DISEASE,TREATMENT,"Behavioral interventions, such as interpersonal therapy and cognitive behavioral therapy, are effective at preventing new-onset depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,behavioral,DISEASE,TREATMENT,"Behavioral interventions, such as interpersonal therapy and cognitive behavioral therapy, are effective at preventing new-onset depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,therapy,DISEASE,TREATMENT,"Behavioral interventions, such as interpersonal therapy and cognitive behavioral therapy, are effective at preventing new-onset depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,psychotherapy,DISEASE,TREATMENT,"Management  The most common and effective treatments for depression are psychotherapy, medication, and electroconvulsive therapy (ECT); a combination of treatments is the most effective approach when depression is resistant to treatment.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,electroconvulsive,DISEASE,TREATMENT,"Management  The most common and effective treatments for depression are psychotherapy, medication, and electroconvulsive therapy (ECT); a combination of treatments is the most effective approach when depression is resistant to treatment.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,therapy,DISEASE,TREATMENT,"Management  The most common and effective treatments for depression are psychotherapy, medication, and electroconvulsive therapy (ECT); a combination of treatments is the most effective approach when depression is resistant to treatment.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,ECT,DISEASE,TREATMENT,"Management  The most common and effective treatments for depression are psychotherapy, medication, and electroconvulsive therapy (ECT); a combination of treatments is the most effective approach when depression is resistant to treatment.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,psychotherapy,DISEASE,TREATMENT,"Management  The most common and effective treatments for depression are psychotherapy, medication, and electroconvulsive therapy (ECT); a combination of treatments is the most effective approach when depression is resistant to treatment.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,electroconvulsive,DISEASE,TREATMENT,"Management  The most common and effective treatments for depression are psychotherapy, medication, and electroconvulsive therapy (ECT); a combination of treatments is the most effective approach when depression is resistant to treatment.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,therapy,DISEASE,TREATMENT,"Management  The most common and effective treatments for depression are psychotherapy, medication, and electroconvulsive therapy (ECT); a combination of treatments is the most effective approach when depression is resistant to treatment.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,ECT,DISEASE,TREATMENT,"Management  The most common and effective treatments for depression are psychotherapy, medication, and electroconvulsive therapy (ECT); a combination of treatments is the most effective approach when depression is resistant to treatment.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,Antidepressant,DISEASE,MEDICATION,"Antidepressant medication is recommended as an initial treatment choice in people with mild, moderate, or severe major depression, and is often given to people with severe depression unless ECT is planned.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,ECT,DISEASE,TREATMENT,"Antidepressant medication is recommended as an initial treatment choice in people with mild, moderate, or severe major depression, and is often given to people with severe depression unless ECT is planned.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,Antidepressant,DISEASE,MEDICATION,"Antidepressant medication is recommended as an initial treatment choice in people with mild, moderate, or severe major depression, and is often given to people with severe depression unless ECT is planned.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,ECT,DISEASE,TREATMENT,"Antidepressant medication is recommended as an initial treatment choice in people with mild, moderate, or severe major depression, and is often given to people with severe depression unless ECT is planned.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,Psychotherapy,DISEASE,TREATMENT,"Psychotherapy is the treatment of choice (over medication) for people under 18; and cognitive behavioral therapy (CBT), third-wave CBT and interpersonal therapy may help prevent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,cognitive,DISEASE,TREATMENT,"Psychotherapy is the treatment of choice (over medication) for people under 18; and cognitive behavioral therapy (CBT), third-wave CBT and interpersonal therapy may help prevent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,behavioral,DISEASE,TREATMENT,"Psychotherapy is the treatment of choice (over medication) for people under 18; and cognitive behavioral therapy (CBT), third-wave CBT and interpersonal therapy may help prevent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,therapy,DISEASE,TREATMENT,"Psychotherapy is the treatment of choice (over medication) for people under 18; and cognitive behavioral therapy (CBT), third-wave CBT and interpersonal therapy may help prevent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,CBT,DISEASE,TREATMENT,"Psychotherapy is the treatment of choice (over medication) for people under 18; and cognitive behavioral therapy (CBT), third-wave CBT and interpersonal therapy may help prevent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,CBT,DISEASE,TREATMENT,"Psychotherapy is the treatment of choice (over medication) for people under 18; and cognitive behavioral therapy (CBT), third-wave CBT and interpersonal therapy may help prevent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressants,DISEASE,MEDICATION,The UK National Institute for Health and Care Excellence (NICE) 2004 guidelines indicate that antidepressants should not be used for the initial treatment of mild depression because the risk–benefit ratio is poor.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressant,DISEASE,MEDICATION,The guidelines recommend that antidepressant treatment in combination with psychosocial interventions should be considered:  For people with a history of moderate or severe depression For those with mild depression that has been present for a long period As a second-line treatment for mild depressio,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressant,DISEASE,MEDICATION,The guidelines recommend that antidepressant treatment in combination with psychosocial interventions should be considered:  For people with a history of moderate or severe depression For those with mild depression that has been present for a long period As a second-line treatment for mild depressio,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressant,DISEASE,MEDICATION,The guidelines recommend that antidepressant treatment in combination with psychosocial interventions should be considered:  For people with a history of moderate or severe depression For those with mild depression that has been present for a long period As a second-line treatment for mild depressio,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressant,DISEASE,MEDICATION,The guidelines recommend that antidepressant treatment in combination with psychosocial interventions should be considered:  For people with a history of moderate or severe depression For those with mild depression that has been present for a long period As a second-line treatment for mild depressio,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,psychotherapy,DISEASE,TREATMENT,"With more complex and chronic forms of depression, a combination of medication and psychotherapy may be used.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressant,DISEASE,MEDICATION,There is moderate-quality evidence that psychological therapies are a useful addition to standard antidepressant treatment of treatment-resistant depression in the short term.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,psychotherapy,DISEASE,TREATMENT,Successful psychotherapy appears to reduce the recurrence of depression even after it has been stopped or replaced by occasional booster sessions.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,psychotherapy,DISEASE,TREATMENT,"The most-studied form of psychotherapy for depression is CBT, which teaches clients to challenge self-defeating, but enduring, ways of thinking (cognitions) and change counter-productive behaviors.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,CBT,DISEASE,TREATMENT,"The most-studied form of psychotherapy for depression is CBT, which teaches clients to challenge self-defeating, but enduring, ways of thinking (cognitions) and change counter-productive behaviors.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,CBT,DISEASE,TREATMENT,CBT can perform as well as antidepressants in people with major depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressants,DISEASE,MEDICATION,CBT can perform as well as antidepressants in people with major depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,CBT,DISEASE,TREATMENT,"CBT has the most research evidence for the treatment of depression in children and adolescents, and CBT and interpersonal psychotherapy (IPT) are preferred therapies for adolescent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,CBT,DISEASE,TREATMENT,"CBT has the most research evidence for the treatment of depression in children and adolescents, and CBT and interpersonal psychotherapy (IPT) are preferred therapies for adolescent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,psychotherapy,DISEASE,TREATMENT,"CBT has the most research evidence for the treatment of depression in children and adolescents, and CBT and interpersonal psychotherapy (IPT) are preferred therapies for adolescent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,CBT,DISEASE,TREATMENT,"CBT has the most research evidence for the treatment of depression in children and adolescents, and CBT and interpersonal psychotherapy (IPT) are preferred therapies for adolescent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,CBT,DISEASE,TREATMENT,"CBT has the most research evidence for the treatment of depression in children and adolescents, and CBT and interpersonal psychotherapy (IPT) are preferred therapies for adolescent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,psychotherapy,DISEASE,TREATMENT,"CBT has the most research evidence for the treatment of depression in children and adolescents, and CBT and interpersonal psychotherapy (IPT) are preferred therapies for adolescent depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,Cognitive,DISEASE,TREATMENT,Cognitive behavioral therapy and occupational programs (including modification of work activities and assistance) have been shown to be effective in reducing sick days taken by workers with depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,behavioral,DISEASE,TREATMENT,Cognitive behavioral therapy and occupational programs (including modification of work activities and assistance) have been shown to be effective in reducing sick days taken by workers with depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder
